sample_id,split,scenario_instance_id,scenario_type,timestamp_s,window_duration_s,boundary_case,gps_valid,gps_speed_kmh,imu_valid,pitch_abs_deg,roll_abs_deg,roll_error_deg,outward_rate_deg_s,imu_attention_duration_ms,imu_urgent_consistent_samples,acc_norm_mean_mps2,acc_delta_signed_mps2,acc_change_abs_mps2,jerk_abs_mps3,radar_valid,radar_target_count,radar_path_target_count,radar_min_distance_m,radar_relative_speed_mps,radar_closing_speed_mps,radar_ttc_s,vision_valid,object_count,path_object_count,max_path_bottom_ratio,box_growth_rate_per_s,growth_duration_s,visual_tau_s,vision_confidence,imu_rule_score,motion_rule_score,radar_rule_score,vision_rule_score,rule_score,risk_label,risk_label_name,hard_rule_triggered,trigger_reason
tra-01673,train,tra-1-00499,sustained_outward_lean,610.876,1.0,1,1,10.5882,1,0.6989,10.6151,10.4903,8.8959,157.6168,0,9.6816,-0.1928,0.1928,1.3061,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.527497,0.091427,0.0,0.0,0.527497,1,中,0,imu
tra-01674,train,tra-2-00998,radar_urgent,397.535,1.0,0,1,12.8524,1,2.5472,5.0159,0.5988,0.0339,46.4,1,9.9324,0.6093,0.6093,1.2599,1,4,1,0.7132,-1.4918,1.4918,0.4781,1,0,0,0.0,0.0,0.0,,0.0,0.021907,0.14217,0.942639,0.0,0.942639,2,高,1,radar
tra-01675,train,tra-0-01584,visual_path_candidate,1276.244,1.0,0,0,,1,1.1832,1.9991,3.1215,0.6104,5.52,0,9.7451,-0.4404,0.4404,2.5554,1,0,0,,0.0,0.0,,1,2,2,0.5685,0.0,0.0,,0.8115,0.126344,0.178878,0.0,0.280833,0.280833,0,低,0,vision
tra-01676,train,tra-2-00177,severe_acc_change,1196.84,1.0,0,1,22.5543,1,0.0404,6.7673,0.9106,0.7712,15.64,0,9.6894,-8.6492,8.6492,11.6654,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.053465,0.918952,0.0,0.0,0.918952,2,高,1,motion
tra-01677,train,tra-1-01754,vision_path_near,988.867,1.0,0,1,17.287,1,0.509,4.9105,0.7699,0.5253,89.98,0,9.8093,-0.5373,0.5373,2.1135,1,0,0,,0.0,0.0,,1,1,1,0.7128,0.0,0.0,,0.6685,0.041655,0.147945,0.0,0.521333,0.521333,1,中,0,vision
tra-01678,train,tra-0-00830,visual_path_candidate,207.433,1.0,0,0,,1,1.321,0.1768,0.2599,1.714,116.71,0,9.6276,0.7772,0.7772,3.1613,1,0,0,,0.0,0.0,,1,1,1,0.4159,0.0,0.0,,0.7044,0.057089,0.221291,0.0,0.0265,0.221291,0,低,0,motion
tra-01679,train,tra-1-01252,road_bump,1004.297,1.0,0,1,20.5995,1,2.4433,4.322,4.3178,2.414,106.47,1,9.3954,1.7513,1.7513,6.9552,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.218715,0.486864,0.0,0.0,0.486864,1,中,0,motion
tra-01680,train,tra-0-01060,distant_obstacle_off_path,103.576,1.0,0,1,5.3674,1,0.0957,0.9891,4.296,0.6046,70.61,0,10.0266,-0.3347,0.3347,3.1466,1,4,0,17.4595,-1.9946,1.9946,8.7534,1,4,0,0.0,0.0,0.0,,0.7596,0.167289,0.220262,0.159957,0.0,0.220262,0,低,0,motion
tra-01681,train,tra-0-01878,normal_turn,1168.478,1.0,1,1,17.1414,1,3.0137,13.1943,3.7931,3.6974,42.82,1,9.6573,-0.0201,0.0201,2.879,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.236286,0.20153,0.0,0.0,0.236286,0,低,0,imu
tra-01682,train,tra-1-00546,moderate_acc_change,316.09,1.0,0,1,10.2237,1,2.2769,4.5529,0.4921,0.7511,58.83,0,9.9854,4.4521,4.4521,8.0208,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.038254,0.64521,0.0,0.0,0.64521,1,中,0,motion
tra-01683,train,tra-0-00450,radar_receding,375.946,1.0,0,1,14.2906,1,0.6071,2.6909,1.8096,2.327,78.35,1,9.5906,0.836,0.836,1.5073,1,3,0,3.055,1.6069,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.128492,0.195067,0.0,0.0,0.195067,0,低,0,motion
tra-01684,train,tra-2-00068,predicted_lateral_instability,1133.226,1.0,0,1,8.0299,1,2.3469,18.5539,11.8925,26.9769,445.4535,3,9.8326,-0.4861,0.4861,0.9091,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.817796,0.113423,0.0,0.0,0.817796,2,高,1,imu
tra-01685,train,tra-2-00054,vision_looming_urgent,642.121,1.0,0,0,,1,1.4098,6.9163,0.1926,1.8775,91.36,0,9.9339,0.6085,0.6085,1.4384,1,0,0,,0.0,0.0,,1,2,2,0.8111,0.9734,0.9096,0.9253,0.7091,0.059311,0.141983,0.0,0.888964,0.888964,2,高,1,vision
tra-01686,train,tra-2-01167,radar_urgent,1293.69,1.0,0,1,18.2789,1,3.5862,2.517,0.7635,0.8413,31.51,0,9.7601,0.5015,0.5015,1.686,1,3,1,4.274,-2.9248,2.9248,1.4613,1,0,0,0.0,0.0,0.0,,0.0,0.050279,0.11802,0.824677,0.0,0.824677,2,高,1,radar
tra-01687,train,tra-1-01247,vision_path_near,985.315,1.0,0,1,16.9787,1,2.2659,0.8647,1.7455,0.9432,90.72,1,9.5783,-0.3883,0.3883,0.7759,1,0,0,,0.0,0.0,,1,2,2,0.7284,0.0,0.0,,0.6972,0.087502,0.090603,0.0,0.547333,0.547333,1,中,0,vision
tra-01688,train,tra-2-00686,vision_looming_urgent,1655.162,1.0,1,1,7.0648,1,2.8192,6.964,1.1581,0.6294,43.58,1,9.5973,-0.493,0.493,3.7271,1,0,0,,0.0,0.0,,1,2,2,0.7049,0.3954,0.6439,2.4806,0.7566,0.058157,0.260897,0.0,0.702328,0.702328,2,高,1,vision
tra-01689,train,tra-1-01066,radar_attention,668.487,1.0,0,1,18.4409,1,0.0281,5.7279,1.6673,1.8612,86.73,0,10.0232,-0.8673,0.8673,0.0656,1,1,1,10.4232,-2.7158,2.7158,3.838,1,0,0,0.0,0.0,0.0,,0.0,0.110469,0.20237,0.387909,0.0,0.387909,1,中,0,radar
tra-01690,train,tra-2-00491,predicted_lateral_instability,1125.331,1.0,0,0,,1,1.0354,18.4402,15.1973,18.3783,732.2949,3,9.7064,0.668,0.668,1.8298,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.7,0.155867,0.0,0.0,0.7,2,高,1,imu
tra-01691,train,tra-0-01590,distant_obstacle_off_path,842.215,1.0,0,0,,1,2.7839,2.4356,3.9924,0.7581,67.07,0,9.9127,-0.548,0.548,1.9213,1,1,0,23.2832,-2.4859,2.4859,9.3661,1,4,0,0.0,0.0,0.0,,0.7306,0.160961,0.134491,0.149493,0.0,0.160961,0,低,0,imu
tra-01692,train,tra-1-01006,radar_attention,211.658,1.0,0,1,12.6242,1,2.9782,6.5582,1.3997,2.1246,101.65,0,9.6122,0.3498,0.3498,2.3651,1,1,1,5.7588,-1.8418,1.8418,3.1267,1,0,0,0.0,0.0,0.0,,0.0,0.108478,0.165557,0.553879,0.0,0.553879,1,中,0,radar
tra-01693,train,tra-1-00888,road_bump,494.198,1.0,0,1,9.6068,1,1.282,4.6896,2.684,1.6326,47.39,1,9.4516,-1.8793,1.8793,5.1769,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.139653,0.38793,0.0,0.0,0.38793,1,中,0,motion
tra-01694,train,tra-1-00164,radar_attention,1615.211,1.0,0,1,6.1305,1,0.6622,0.412,3.3199,1.7047,78.71,1,9.6378,0.404,0.404,3.6552,1,4,1,10.2442,-2.7446,2.7446,3.7325,1,0,0,0.0,0.0,0.0,,0.0,0.163928,0.255864,0.412526,0.0,0.412526,1,中,0,radar
tra-01695,train,tra-2-01247,severe_acc_change,1018.424,1.0,1,1,23.5418,1,1.0816,3.9489,2.4528,1.8245,59.27,1,9.8522,5.2472,5.2472,17.4776,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.136934,0.924328,0.0,0.0,0.924328,2,高,1,motion
tra-01696,train,tra-1-00933,sustained_outward_lean,221.871,1.0,0,1,11.7272,1,2.4771,14.4934,12.997,6.5139,482.2141,1,9.6721,0.6982,0.6982,0.979,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.541523,0.162913,0.0,0.0,0.541523,1,中,0,imu
tra-01697,train,tra-1-00211,sustained_outward_lean,1539.979,1.0,0,0,,1,2.1414,18.956,17.6644,8.6957,498.4214,0,9.6676,0.2345,0.2345,0.902,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.691156,0.06314,0.0,0.0,0.691156,1,中,0,imu
tra-01698,train,tra-1-01544,moderate_acc_change,897.84,1.0,0,0,,1,3.4935,3.6922,3.5306,2.0786,44.17,1,10.0286,-1.9771,1.9771,9.5253,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.181772,0.666771,0.0,0.0,0.666771,1,中,0,motion
tra-01699,train,tra-0-00680,visual_path_candidate,1232.362,1.0,0,0,,1,2.2673,3.2089,3.1998,2.7372,1.25,0,9.6468,-0.3002,0.3002,0.2303,1,0,0,,0.0,0.0,,1,3,2,0.4791,0.0,0.0,,0.6825,0.188635,0.070047,0.0,0.131833,0.188635,0,低,0,imu
tra-01700,train,tra-1-00227,sustained_outward_lean,666.267,1.0,0,1,21.0564,1,2.3002,17.3618,13.1349,8.8644,301.7727,0,9.8583,0.8179,0.8179,1.7712,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.588616,0.190843,0.0,0.0,0.588616,1,中,0,imu
tra-01701,train,tra-0-01362,sensor_gap,1788.016,1.0,0,1,12.9114,0,3.8782,3.0706,2.8752,2.7659,5.72,0,9.8884,-0.3657,0.3657,0.8318,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,低,0,imu+motion+radar+vision
tra-01702,train,tra-0-01937,normal_straight,1138.425,1.0,0,1,19.8643,1,2.6839,1.2887,4.1574,0.9255,1.27,1,9.9919,-0.6657,0.6657,3.0712,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.171423,0.214984,0.0,0.0,0.214984,0,低,0,motion
tra-01703,train,tra-0-00387,radar_receding,1281.483,1.0,0,1,18.014,1,2.4284,5.9988,0.2143,1.2579,91.48,0,9.6496,-0.0695,0.0695,2.3824,1,1,0,3.7229,1.3551,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.042722,0.166768,0.0,0.0,0.166768,0,低,0,motion
tra-01704,train,tra-2-00327,severe_acc_change,459.447,1.0,0,1,6.4318,1,1.3359,6.0247,0.7294,2.6237,87.14,1,9.5636,-8.422,8.422,12.6354,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.098993,0.90532,0.0,0.0,0.90532,2,高,1,motion
tra-01705,train,tra-1-00772,moderate_acc_change,1281.067,1.0,0,1,20.54,1,3.1748,2.4609,0.4907,1.0037,9.12,0,9.5974,-3.9635,3.9635,9.5248,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.045278,0.666736,0.0,0.0,0.666736,1,中,0,motion
tra-01706,train,tra-1-01305,sustained_outward_lean,248.86,1.0,1,1,14.832,1,3.6475,11.199200000000001,10.028,7.1162,157.4621,0,9.5906,-0.3202,0.3202,0.9597,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.483489,0.074713,0.0,0.0,0.483489,1,中,0,imu
tra-01707,train,tra-1-01018,radar_attention,1020.231,1.0,0,1,17.6343,1,3.2793,4.9344,2.318,2.3362,43.06,1,9.7135,-0.209,0.209,1.1353,1,2,1,4.6338,-1.4408,1.4408,3.2161,1,0,0,0.0,0.0,0.0,,0.0,0.146544,0.079471,0.533019,0.0,0.533019,1,中,0,radar
tra-01708,train,tra-2-00842,multisensor_high,803.868,1.0,0,1,13.268,1,1.8675,5.7754,4.4211,1.1735,107.95,0,9.9508,-0.233,0.233,0.8369,1,3,1,2.5913,-2.9581,2.9581,0.876,1,3,1,0.8798,0.5598,0.849,1.7267,0.7367,0.187596,0.058583,0.8949,0.792796,0.8949,2,高,1,radar
tra-01709,train,tra-0-01262,sensor_gap,1338.582,1.0,0,0,,1,1.4023,0.8199,3.7689,1.2023,24.28,0,9.6594,0.5505,0.5505,0.8899,1,0,0,,0.0,0.0,,0,0,0,0.0,0.0,0.0,,0.0,0.165576,0.12845,0.0,0.0,0.165576,0,低,0,imu
tra-01710,train,tra-0-01024,radar_receding,1210.553,1.0,0,0,,1,2.543,4.5771,3.6424,1.3316,106.25,0,10.0456,-0.426,0.426,0.2974,1,2,0,2.6973,2.3353,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.164769,0.0994,0.0,0.0,0.164769,0,低,0,imu
tra-01711,train,tra-0-00838,normal_straight,1287.172,1.0,0,1,16.5022,1,3.4322,6.4397,0.414,0.6791,62.23,1,10.0268,-0.4337,0.4337,1.4476,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.033505,0.101332,0.0,0.0,0.101332,0,低,0,motion
tra-01712,train,tra-1-00088,road_bump,567.957,1.0,0,1,7.6137,1,2.6643,1.553,2.2471,0.1874,2.69,0,9.3546,-2.0973,2.0973,7.342,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.083896,0.51394,0.0,0.0,0.51394,1,中,0,motion
tra-01713,train,tra-1-00464,road_bump,1653.972,1.0,0,0,,1,0.0676,2.2012,2.8593,2.4995,9.88,0,9.8175,1.6667,1.6667,8.1269,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.170062,0.568883,0.0,0.0,0.568883,1,中,0,motion
tra-01714,train,tra-2-00873,vision_looming_urgent,511.498,1.0,1,0,,1,3.9737,0.677,2.8041,1.9429,67.69,1,9.7314,0.454,0.454,1.0024,1,0,0,,0.0,0.0,,1,5,1,0.79,0.4465,0.8941,2.4432,0.9506,0.152545,0.105933,0.0,0.706816,0.706816,2,高,1,vision
tra-01715,train,tra-2-00599,severe_acc_change,1048.788,1.0,0,0,,1,1.0338,0.02,3.321,1.8924,96.27,0,9.6012,8.5251,8.5251,16.7721,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.169222,0.911506,0.0,0.0,0.911506,2,高,1,motion
tra-01716,train,tra-0-01743,radar_receding,1021.856,1.0,0,0,,1,2.3648,6.8768,0.8582,2.3661,24.52,1,9.9074,-0.7301,0.7301,2.7202,1,3,0,5.1263,2.3178,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.096288,0.190414,0.0,0.0,0.190414,0,低,0,motion
tra-01717,train,tra-0-00119,normal_turn,86.294,1.0,1,1,13.4129,1,1.843,23.3048,2.3694,2.2528,32.3,0,9.8432,-0.2754,0.2754,2.9675,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.146007,0.207725,0.0,0.0,0.207725,0,低,0,motion
tra-01718,train,tra-2-00166,vision_looming_urgent,778.615,1.0,0,1,19.7892,1,0.9263,6.1325,2.7913,0.0517,113.1,1,9.594,-0.2919,0.2919,2.0375,1,0,0,,0.0,0.0,,1,3,3,0.6765,0.5931,0.4032,1.795,0.8438,0.099143,0.142625,0.0,0.7846,0.7846,2,高,1,vision
tra-01719,train,tra-0-00156,visual_path_candidate,381.03,1.0,0,1,9.2095,1,2.0251,1.9055,4.3029,2.9394,24.14,1,9.6923,-0.0306,0.0306,1.1667,1,0,0,,0.0,0.0,,1,2,1,0.4198,0.0,0.0,,0.7818,0.232905,0.081669,0.0,0.033,0.232905,0,低,0,imu
tra-01720,train,tra-0-00981,normal_turn,353.413,1.0,0,1,9.6553,1,3.784,8.8484,3.6166,1.7042,46.17,0,9.9516,-0.8107,0.8107,0.0046,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.174299,0.189163,0.0,0.0,0.189163,0,低,0,motion
tra-01721,train,tra-1-00253,sustained_outward_lean,665.714,1.0,1,1,21.2609,1,3.9449,11.4238,10.2291,9.2888,155.0567,1,9.7464,-0.1267,0.1267,3.4607,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.528737,0.242249,0.0,0.0,0.528737,1,中,0,imu
tra-01722,train,tra-1-00290,vision_path_near,1709.143,1.0,0,1,17.3576,1,0.9342,6.4338,2.5025,2.4672,22.89,0,9.6935,-0.5131,0.5131,3.7328,1,0,0,,0.0,0.0,,1,4,1,0.7023,0.0,0.0,,0.7707,0.156669,0.261296,0.0,0.503833,0.503833,1,中,0,vision
tra-01723,train,tra-1-01319,vision_path_near,935.301,1.0,0,1,6.9644,1,1.5113,4.5638,1.2551,0.2952,48.32,1,9.6722,-0.6403,0.6403,0.4641,1,0,0,,0.0,0.0,,1,4,2,0.7574,0.0,0.0,,0.9302,0.052194,0.149403,0.0,0.595667,0.595667,1,中,0,vision
tra-01724,train,tra-0-01378,normal_turn,663.753,1.0,0,1,17.7513,1,2.2248,13.0333,5.4618,4.4289,106.79,1,9.7504,0.3582,0.3582,2.867,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.315172,0.20069,0.0,0.0,0.315172,0,低,0,imu
tra-01725,train,tra-0-01095,normal_straight,1725.334,1.0,0,1,15.5122,1,2.6213,2.4902,0.5718,0.4803,113.63,1,9.7507,-0.7963,0.7963,0.1738,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.033461,0.185803,0.0,0.0,0.185803,0,低,0,motion
tra-01726,train,tra-0-01597,normal_straight,403.636,1.0,0,1,14.1873,1,2.9329,6.7114,4.2428,0.1195,90.19,1,9.7504,0.4001,0.4001,3.1531,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.151844,0.220717,0.0,0.0,0.220717,0,低,0,motion
tra-01727,train,tra-0-00227,radar_receding,1104.287,1.0,0,1,20.205,1,1.2944,3.1785,1.0577,2.752,105.76,0,9.7314,-0.6162,0.6162,2.1223,1,2,1,12.0774,0.9073,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.114075,0.148561,0.0,0.0,0.148561,0,低,0,motion
tra-01728,train,tra-2-01154,severe_acc_change,634.515,1.0,0,0,,1,2.4556,0.6494,1.8871,1.6078,16.49,1,10.0269,-7.0086,7.0086,15.4058,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.111067,0.862174,0.0,0.0,0.862174,2,高,1,motion
tra-01729,train,tra-0-00464,normal_turn,1275.489,1.0,0,1,18.0993,1,0.5732,13.8671,3.2863,3.9205,18.87,1,9.6045,0.5144,0.5144,1.3544,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.224795,0.120027,0.0,0.0,0.224795,0,低,0,imu
tra-01730,train,tra-1-00418,vision_looming_attention,737.084,1.0,0,1,14.2292,1,1.3335,0.6759,2.7374,2.8051,59.36,0,10.0328,-0.1884,0.1884,1.3622,1,0,0,,0.0,0.0,,1,4,3,0.4746,0.2588,0.2493,3.4318,0.7135,0.174352,0.095354,0.0,0.48258,0.48258,1,中,0,vision
tra-01731,train,tra-0-01545,distant_obstacle_off_path,1388.992,1.0,0,1,8.6456,1,2.2915,3.599,1.2806,0.1588,119.08,1,9.6642,0.5488,0.5488,2.4668,1,3,0,30.2063,-2.7234,2.7234,11.0914,1,5,0,0.0,0.0,0.0,,0.9156,0.049267,0.172676,0.126239,0.0,0.172676,0,低,0,motion
tra-01732,train,tra-2-00502,radar_urgent,552.962,1.0,0,1,8.6442,1,3.4169,3.6111,0.6351,2.9232,45.89,1,9.6286,-0.4471,0.4471,2.8669,1,4,1,3.5803,-1.6269,1.6269,2.2007,1,0,0,0.0,0.0,0.0,,0.0,0.104078,0.200683,0.735966,0.0,0.735966,2,高,1,radar
tra-01733,train,tra-0-01109,distant_obstacle_off_path,1137.578,1.0,0,1,15.7803,1,1.7349,4.0398,1.3595,0.8628,12.81,0,9.9778,0.7705,0.7705,1.6486,1,3,0,8.9206,-0.826,0.826,10.7998,1,4,0,0.0,0.0,0.0,,0.6358,0.071741,0.179783,0.129647,0.0,0.179783,0,低,0,motion
tra-01734,train,tra-1-01482,radar_attention,158.364,1.0,0,1,22.4095,1,1.5248,5.261,3.3585,2.6237,16.62,1,9.6105,0.7587,0.7587,0.7375,1,1,1,3.5026,-1.0723,1.0723,3.2664,1,0,0,0.0,0.0,0.0,,0.0,0.191011,0.17703,0.521283,0.0,0.521283,1,中,0,radar
tra-01735,train,tra-0-01821,distant_obstacle_off_path,768.199,1.0,0,1,22.7059,1,1.7505,3.5543,0.3349,1.3832,91.54,1,9.8858,0.7298,0.7298,2.5163,1,2,0,28.9969,-2.7916,2.7916,10.3872,1,4,0,0.0,0.0,0.0,,0.6922,0.050451,0.176141,0.134797,0.0,0.176141,0,低,0,motion
tra-01736,train,tra-0-00696,normal_straight,981.896,1.0,0,0,,1,0.2433,4.1559,0.4553,0.7283,34.1,1,9.8968,0.6181,0.6181,1.6374,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.036328,0.144223,0.0,0.0,0.144223,0,低,0,motion
tra-01737,train,tra-0-01573,normal_straight,1429.16,1.0,0,0,,1,1.0025,2.169,1.3734,0.1151,24.37,0,9.8252,-0.1323,0.1323,3.445,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.051292,0.24115,0.0,0.0,0.24115,0,低,0,motion
tra-01738,train,tra-2-00350,radar_urgent,865.105,1.0,0,1,5.5672,1,0.4339,2.9206,3.1109,2.5212,25.89,0,9.5877,0.0534,0.0534,3.1218,1,1,1,0.8948,-0.7803,0.7803,1.1467,1,0,0,0.0,0.0,0.0,,0.0,0.179475,0.218526,0.862422,0.0,0.862422,2,高,1,radar
tra-01739,train,tra-1-01271,sustained_outward_lean,1008.598,1.0,0,0,,1,2.5256,19.0973,15.7645,5.7276,591.8732,0,9.602,0.5457,0.5457,1.0571,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.59142,0.12733,0.0,0.0,0.59142,1,中,0,imu
tra-01740,train,tra-1-00913,moderate_acc_change,1131.289,1.0,0,0,,1,3.821,0.9277,0.6108,2.3841,56.7,1,9.7244,3.7599,3.7599,7.9889,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.088133,0.57599,0.0,0.0,0.57599,1,中,0,motion
tra-01741,train,tra-1-01096,radar_attention,1243.121,1.0,0,1,8.6715,1,1.5444,5.6009,0.6764,0.3926,7.67,1,9.6281,-0.3762,0.3762,1.6561,1,4,1,10.013,-2.6267,2.6267,3.812,1,0,0,0.0,0.0,0.0,,0.0,0.034667,0.115927,0.393976,0.0,0.393976,1,中,0,radar
tra-01742,train,tra-0-00562,normal_straight,1494.441,1.0,0,0,,1,2.4347,4.7669,0.7237,2.2533,53.3,1,9.8723,-0.3118,0.3118,2.447,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.088422,0.17129,0.0,0.0,0.17129,0,低,0,motion
tra-01743,train,tra-1-01735,sustained_outward_lean,872.252,1.0,0,1,11.6437,1,1.3143,19.5509,15.5252,8.997,414.4321,0,10.0473,-0.2396,0.2396,2.5255,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.646865,0.176785,0.0,0.0,0.646865,1,中,0,imu
tra-01744,train,tra-0-00888,visual_path_candidate,1357.865,1.0,0,1,13.7623,1,1.067,3.573,4.1117,1.7257,43.13,1,9.7986,-0.5433,0.5433,3.0005,1,0,0,,0.0,0.0,,1,4,2,0.484,0.0,0.0,,0.6633,0.192229,0.210035,0.0,0.14,0.210035,0,低,0,motion
tra-01745,train,tra-1-00522,sustained_outward_lean,1196.278,1.0,0,1,23.4289,1,1.5398,13.878,10.5921,8.8514,572.4457,1,9.9084,-0.6351,0.6351,1.2956,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.529042,0.14819,0.0,0.0,0.529042,1,中,0,imu
tra-01746,train,tra-1-00656,moderate_acc_change,1187.034,1.0,0,1,23.529,1,1.8934,2.5751,3.2538,1.9327,35.29,0,9.8462,4.572,4.572,5.4205,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.167999,0.6572,0.0,0.0,0.6572,1,中,0,motion
tra-01747,train,tra-1-00171,vision_looming_attention,1769.714,1.0,0,1,5.0342,1,2.4951,6.4231,3.9265,1.291,7.83,0,9.9265,-0.539,0.539,1.9874,1,0,0,,0.0,0.0,,1,2,2,0.6863,0.2715,0.3759,3.3156,0.8892,0.173575,0.139118,0.0,0.509693,0.509693,1,中,0,vision
tra-01748,train,tra-2-00741,vision_looming_urgent,1525.172,1.0,0,1,9.6018,1,1.5082,0.6891,3.9481,2.8736,24.44,0,9.6232,0.2041,0.2041,3.143,1,0,0,,0.0,0.0,,1,3,3,0.8043,0.4172,0.6472,2.2714,0.6769,0.218644,0.22001,0.0,0.727432,0.727432,2,高,1,vision
tra-01749,train,tra-2-00740,radar_urgent,1339.42,1.0,0,1,10.0245,1,1.4756,5.509,3.5773,0.7349,105.03,1,9.9201,0.1442,0.1442,3.0976,1,3,1,0.7165,-1.1167,1.1167,0.6416,1,0,0,0.0,0.0,0.0,,0.0,0.145783,0.216832,0.923022,0.0,0.923022,2,高,1,radar
tra-01750,train,tra-0-00178,radar_receding,1734.865,1.0,0,0,,1,0.8538,0.5644,3.3549,0.8817,103.89,1,9.8587,0.0128,0.0128,3.6014,1,1,1,12.36,0.4603,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.142109,0.252098,0.0,0.0,0.252098,0,低,0,motion
tra-01751,train,tra-0-00938,radar_receding,300.189,1.0,0,1,13.5417,1,3.3287,6.3963,3.0442,2.2373,79.91,0,9.8537,0.211,0.211,2.7801,1,1,1,8.4615,1.7763,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.169191,0.194607,0.0,0.0,0.194607,0,低,0,motion
tra-01752,train,tra-1-00672,vision_path_near,773.21,1.0,0,1,22.7304,1,1.1088,6.3768,2.9457,2.4241,50.0,1,9.9452,0.3619,0.3619,1.818,1,0,0,,0.0,0.0,,1,3,3,0.6757,0.0,0.0,,0.7622,0.170974,0.12726,0.0,0.4595,0.4595,1,中,0,vision
tra-01753,train,tra-0-00863,normal_turn,1542.943,1.0,0,0,,1,0.1215,23.5114,3.1675,3.9163,111.1,1,9.8108,-0.6985,0.6985,1.4401,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.220519,0.162983,0.0,0.0,0.220519,0,低,0,imu
tra-01754,train,tra-0-00616,visual_path_candidate,604.519,1.0,0,1,21.9937,1,3.657,0.6253,1.3591,1.1462,5.65,1,9.7761,-0.4777,0.4777,2.4755,1,0,0,,0.0,0.0,,1,5,1,0.4623,0.0,0.0,,0.8371,0.079662,0.173285,0.0,0.103833,0.173285,0,低,0,motion
tra-01755,train,tra-1-01171,road_bump,1629.084,1.0,0,0,,1,3.0451,2.5024,3.8586,0.7249,92.64,1,10.4268,3.3206,3.3206,7.6565,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.155348,0.535955,0.0,0.0,0.535955,1,中,0,motion
